Zotero Key,DOI,Title,Year,Authors
VE2HAM6V,10.1145/3719027.3744871,JsDeObsBench: measuring and benchmarking LLMs for JavaScript deobfuscation,2025,"Chen, Guoqiang; Jin, Xin; Lin, Zhiqiang"
C5TQZ6KA,10.1109/DSN64029.2025.00033,PhishingHook: catching phishing ethereum smart contracts leveraging EVM opcodes,2025,"De Rosa, Pasquale; Queyrut, Simon; Bromberg, Yérom-David; Felber, Pascal; Schiavoni, Valerio"
UDP2R36C,10.1145/3719027.3744829,Analyzing PDFs like binaries: adversarially robust PDF malware analysis via intermediate representation and language model,2025,"Liu, Side; Ming, Jiang; Zhou, Guodong; Liu, Xinyi; Fu, Jianming; Peng, Guojun"
VIJKD8CN,10.1109/CSR64739.2025.11130105,LLM-powered intent-based categorization of phishing emails,2025,"Eilertsen, Even; Mavroeidis, Vasileios; Grov, Gudmund"
F9JT4AFB,10.1145/3744756,Detecting hard-coded credentials in software repositories via LLMs,2025,"Biringa, Chidera; Kul, Gokhan"
C45XQX4D,10.1109/CVPRW67362.2025.00382,SmartHome-bench: a comprehensive benchmark for video anomaly detection in smart homes using multi-modal large language models,2025,"Zhao, Xinyi; Zhang, Congjing; Guo, Pei; Li, Wei; Chen, Lin; Zhao, Chaoyue; Huang, Shuai"
44RDE9EN,10.1109/ISCTIS65944.2025.11065176,Anomaly detection and early warning mechanism for intelligent monitoring systems in multi-cloud environments based on LLM,2025,"Jin, Yihong; Yang, Ze; Liu, Juntian; Xu, Xinhe"
ZDJQ2SU8,10.1007/978-3-032-00630-1_5,A multi-dataset evaluation of models for automated vulnerability repair,2025,"Khan, Zanis Ali; Garg, Aayush; Tang, Qiang"
263Z6QMB,10.1109/ACCESS.2025.3603580,A large language model-supported threat modeling framework for transportation cyber-physical systems,2025,"Salek, M Sabbir; Chowdhury, Mashrur; Munir, Muhaimin Bin; Cai, Yuchen; Hasan, Mohammad Imtiaz; Tine, Jean-Michel; Khan, Latifur; Rahman, Mizanur"
CUVC2MKI,10.18293/SEKE2025-018,GUARD: dual-agent based backdoor defense on chain-of-thought in neural code generation,2025,"Jin, Naizhu; Li, Zhong; Zhang, Tian; Zeng, Qingkai"
FA9UQ5EG,10.1109/JIOT.2025.3642164,RRTL: red teaming reasoning large language models in tool learning,2025,"Liu, Yifei; Cui, Yu; Zhang, Haibin"
FKVDTKWT,,Are large language models good at detecting propaganda?,2024,"Jose, Julia; Greenstadt, Rachel"
H7FP5D3Q,10.1109/Cyber-AI66431.2025.11233715,On technique identification and threat-actor attribution using LLMs and embedding models,2025,"Guru, Kyla; Moss, Robert J.; Kochenderfer, Mykel J."
2V8HXCCN,10.1109/JIOT.2025.3577675,Large language model-driven security assistant for internet of things via chain-of-thought,2025,"Zeng, Mingfei; Xie, Ming; Zheng, Xixi; Li, Chunhai; Zhang, Chuan; Zhu, Liehuang"
6SPEHDCU,10.1145/3701716.3715469,Towards effective identification of attack techniques in cyber threat intelligence reports using large language models,2025,"Cuong Nguyen, Hoang; Tariq, Shahroz; Baruwal Chhetri, Mohan; Quoc Vo, Bao"
T2ZPRXUH,10.1109/SPW67851.2025.00036,A rusty link in the AI supply chain: detecting evil configurations in model repositories,2025,"Ding, Ziqi; Fu, Qian; Ding, Junchen; Deng, Gelei; Liu, Yi; Li, Yuekang"
FVF4N28T,10.1145/3733965.3733969,Leveraging LLM to strengthen ML-based cross-site scripting detection,2025,"Miczek, Dennis; Gabbireddy, Divyesh; Saha, Suman"
2F5DQ99F,10.1109/CISCE65916.2025.11065413,Research on cloud platform network traffic monitoring and anomaly detection system based on large language models,2025,"Yang, Ze; Jin, Yihong; Liu, Juntian; Xu, Xinhe; Zhang, Yihan; Ji, Shuyang"
TZNCNVXT,10.2139/ssrn.5202514,"""Digital camouflage"": the LLVM challenge in LLM-based malware detection",2025,"Böke, Ekin; Torka, Simon"
ZEAQFEQ8,10.1145/3719027.3765085,A decade-long landscape of advanced persistent threats: longitudinal analysis and global trends,2025,"Yuldoshkhujaev, Shakhzod; Jeon, Mijin; Kim, Doowon; Nikiforakis, Nick; Koo, Hyungjoon"
G37UND2E,10.1109/LCN65610.2025.11146357,Towards trustworthy agentic IoEV: AI agents for explainable cyberthreat mitigation and state analytics,2025,"Dif, Meryem Malak; Bouchiha, Mouhamed Amine; Korba, Abdelaziz Amara; Ghamri-Doudane, Yacine"
KGUQTW89,10.18653/v1/2025.emnlp-main.358,EverTracer: hunting stolen large language models via stealthy and robust probabilistic fingerprint,2025,"Xu, Zhenhua; Han, Meng; Xing, Wenpeng"
HQU7PPQI,10.18653/v1/2025.findings-emnlp.257,FakeSV-VLM: taming VLM for detecting fake short-video news via progressive mixture-of-experts adapter,2025,"Wang, Junxi; Wang, Yaxiong; Cheng, Lechao; Zhong, Zhun"
N29K8CJ5,10.18653/v1/2025.emnlp-main.70,Learning from few samples: a novel approach for high-quality malcode generation,2025,"Ma, Haijian; Liu, Daizong; Cai, Xiaowen; Zhou, Pan; Xie, Yulai"
B5PSZBVG,10.1109/ICSME64153.2025.00076,MalLoc: toward fine-grained android malicious payload localization via LLMs,2025,"Sun, Tiezhu; Alecci, Marco; Pilgun, Aleksandr; Song, Yewei; Tang, Xunzhu; Samhi, Jordan; Bissyandé, Tegawendé F.; Klein, Jacques"
7IGWTFG9,10.18653/v1/2025.emnlp-main.53,IPIGuard: a novel tool dependency graph-based defense against indirect prompt injection in LLM agents,2025,"An, Hengyu; Zhang, Jinghuai; Du, Tianyu; Zhou, Chunyi; Li, Qingming; Lin, Tao; Ji, Shouling"
M7ADPTXG,10.1109/ACCESS.2025.3636184,Large language models for power system security: a novel multi-modal approach for anomaly detection in energy management systems,2025,"Zaboli, Aydin; Hong, Junho; Ştefanov, Alexandru; Liu, Chen-Ching; Hwang, Chul-Sang"
CPTW5ZE5,10.55248/gengpi.6.0825.2847,Secure and scalable blockchain voting: a comparative framework and the role of large language models,2025,"Kiashemshaki, Kiana; Chukwuani, Elvis Nnaemeka; Torkamani, Mohammad Jalili; Mahmoudi, Negin"
GFX3KR5W,10.32604/cmc.2025.068201,Proactive disentangled modeling of trigger–object pairings for backdoor defense,2025,"Stein, Kyle; Mahyari, Andrew A.; Francia Iii, Guillermo; El-Sheikh, Eman"
JCKWGNR7,10.1016/j.compeleceng.2025.110826,eX-NIDS: a framework for explainable network intrusion detection leveraging large language models,2026,"Houssel, Paul R.B.; Layeghy, Siamak; Singh, Priyanka; Portmann, Marius"
RGDQ7568,,PhishIntentionLLM: uncovering phishing website intentions through multi-agent retrieval-augmented generation,2025,"Li, Wenhao; Manickam, Selvakumar; Chong, Yung-wey; Karuppayah, Shankar"
8H9BZEFW,,PiMRef: detecting and explaining ever-evolving spear phishing emails with knowledge base invariants,2025,"Liu, Ruofan; Lin, Yun; Yu, Silas Yeo Shuen; Teoh, Xiwen; Liang, Zhenkai; Dong, Jin Song"
TKCEKZ4Q,,From alerts to intelligence: a novel LLM-aided framework for host-based intrusion detection,2025,"Sun, Danyu; Zhang, Jinghuai; Xu, Jiacen; Zheng, Yu; Tian, Yuan; Li, Zhou"
7AGWUVZ3,,REAL-IoT: characterizing GNN intrusion detection robustness under practical adversarial attack,2025,"Zhan, Zhonghao; Zhou, Huichi; Haddadi, Hamed"
GKWNWXQ3,,ExCyTIn-bench: evaluating LLM agents on cyber threat investigation,2025,"Wu, Yiran; Velazco, Mauricio; Zhao, Andrew; Luján, Manuel Raúl Meléndez; Movva, Srisuma; Roy, Yogesh K; Nguyen, Quang; Rodriguez, Roberto; Wu, Qingyun; Albada, Michael; Kiseleva, Julia; Mudgerikar, Anand"
346F2HVN,,ChatGPT: excellent paper! Accept it. Editor: imposter found! Review rejected,2025,"Gharami, Kanchon; Sarkar, Sanjiv Kumar; Liu, Yongxin; Moni, Shafika Showkat"
59TWVGZR,,Generation of programmatic rules for document forgery detection using large language models,2025,"Schmidberger, Valentin; Eberhardinger, Manuel; Maghsudi, Setareh; Maucher, Johannes"
MATFKQP3,,Automated red-teaming framework for large language model security assessment: a comprehensive attack generation and detection system,2025,"Wei, Zhang; Hu, Peilu; Lang, Shengning; Yan, Hao; Mei, Li; Zhang, Yichao; Yang, Chen; Hao, Junfeng; Han, Zhimo"
STJV7FI9,,Explainable and fine-grained safeguarding of LLM multi-agent systems via Bi-level graph anomaly detection,2025,"Pan, Junjun; Liu, Yixin; Miao, Rui; Ding, Kaize; Zheng, Yu; Nguyen, Quoc Viet Hung; Liew, Alan Wee-Chung; Pan, Shirui"
SGSC3AHM,,Rethinking jailbreak detection of large vision language models with representational contrastive scoring,2025,"Hua, Peichun; Li, Hao; Shi, Shanghao; Yu, Zhiyuan; Zhang, Ning"
N6I6I7N8,,"TriDF: evaluating perception, detection, and hallucination for interpretable DeepFake detection",2025,"Jiang-Lin, Jian-Yu; Huang, Kang-Yang; Zou, Ling; Lo, Ling; Yang, Sheng-Ping; Tseng, Yu-Wen; Lin, Kun-Hsiang; Chen, Chia-Ling; Ta, Yu-Ting; Wang, Yan-Tsung; Chen, Po-Ching; Xie, Hongxia; Shuai, Hong-Han; Cheng, Wen-Huang"
BC2D8JN6,,Phishing email detection using large language models,2025,"Hasan, Najmul; BusiReddyGari, Prashanth; Zhao, Haitao; Ren, Yihao; Xu, Jinsheng; Zhang, Shaohu"
73WRJSWV,,SCOUT: a defense against data poisoning attacks in fine-tuned language models,2025,"Afane, Mohamed; Satyam, Abhishek; Chen, Ke; Li, Tao; Farooq, Junaid; Chen, Juntao"
T5M7HMNP,,MINES: explainable anomaly detection through web API invariant inference,2025,"Zhang, Wenjie; Lin, Yun; Kwok, Chun Fung Amos; Teoh, Xiwen; Xie, Xiaofei; Liauw, Frank; Zhang, Hongyu; Dong, Jin Song"
QFWJ4TWE,,Patronus: identifying and mitigating transferable backdoors in pre-trained language models,2025,"Zhao, Tianhang; Du, Wei; Zhao, Haodong; Duan, Sufeng; Liu, Gongshen"
FHSMJZK7,,Securing the model context protocol: defending LLMs against tool poisoning and adversarial attacks,2025,"Jamshidi, Saeid; Nafi, Kawser Wazed; Dakhel, Arghavan Moradi; Shahabi, Negar; Khomh, Foutse; Ezzati-Jivan, Naser"
A6T5A2QR,,AgenticCyber: a GenAI-powered multi-agent system for multimodal threat detection and adaptive response in cybersecurity,2025,"Roy, Shovan"
XWCMNMDH,,ARGUS: defending against multimodal indirect prompt injection via steering instruction-following behavior,2025,"Lu, Weikai; Zeng, Ziqian; Zhang, Kehua; Li, Haoran; Zhuang, Huiping; Wang, Ruidong; Chen, Cen; Peng, Hao"
AFN5832P,,Beyond detection: a comprehensive benchmark and study on representation learning for fine-grained webshell family classification,2025,"Han, Feijiang"
5MWT2NRE,,Immunity memory-based jailbreak detection: multi-agent adaptive guard for large language models,2025,"Leng, Jun; Zhang, Litian; Zhang, Xi"
8NP9HCGF,,AGENTSAFE: a unified framework for ethical assurance and governance in agentic AI,2025,"Khan, Rafflesia; Joyce, Declan; Habiba, Mansura"
PR5AX6FK,,Bias injection attacks on RAG databases and sanitization defenses,2025,"Wu, Hao; Saxena, Prateek"
8SGUZWZ7,,TrojanLoC: LLM-based framework for RTL trojan localization,2025,"Xiao, Weihua; Wang, Zeng; Shao, Minghao; Hemadri, Raghu Vamshi; Sinanoglu, Ozgur; Shafique, Muhammad; Knechtel, Johann; Garg, Siddharth; Karri, Ramesh"
7328M34Z,,Constructing and benchmarking: a labeled email dataset for text-based phishing and spam detection framework,2025,"Toth, Rebeka; Bisztray, Tamas; Dubniczky, Richard"
2STS3I94,,Defending large language models against jailbreak exploits with responsible AI considerations,2025,"Wong, Ryan; Ng, Hosea David Yu Fei; Sharma, Dhananjai; Ng, Glenn Jun Jie; Srinivasan, Kavishvaran"
Q73H95CD,,Think fast: real-time IoT intrusion reasoning using IDS and LLMs at the edge gateway,2025,"Jamshidi, Saeid; Nikanjam, Amin; Shahabi, Negar; Nafi, Kawser Wazed; Khomh, Foutse; Keivanpour, Samira; Herrero, Rolando"
56DIJ6EI,,Sparse reasoning is enough: biological-inspired framework for video anomaly detection with large pre-trained models,2025,"Huang, He; Hu, Zixuan; Li, Dongxiao; Xiao, Yao; Duan, Ling-Yu"
5ZKG4JG3,,Hiding in the AI traffic: abusing MCP for LLM-powered agentic red teaming,2025,"Janjusevic, Strahinja; Garcia, Anna Baron; Kazerounian, Sohrob"
W9J7TFNB,,AquaSentinel: next-generation AI system integrating sensor networks for urban underground water pipeline anomaly detection via collaborative MoE-LLM agent architecture,2025,"Guo, Qiming; Khatri, Bishal; Sun, Wenbo; Tang, Jinwen; Zhang, Hua; Wang, Wenlu"
5JQBJW6I,,"Small language models for phishing website detection: cost, performance, and privacy trade-offs",2025,"Goldenits, Georg; Koenig, Philip; Raubitzek, Sebastian; Ekelhart, Andreas"
PTH3VFEJ,,Securing AI agents against prompt injection attacks,2025,"Ramakrishnan, Badrinath; Balaji, Akshaya"
EAKPIJKK,,Can MLLMs detect phishing? A comprehensive security benchmark suite focusing on dynamic threats and multimodal evaluation in academic environments,2025,"Zhou, Jingzhuo"
TP888DM8,,From topology to behavioral semantics: enhancing BGP security by understanding BGP's language with LLMs,2025,"Zhao, Heng; Wang, Ruoyu; Zheng, Tianhang; Li, Qi; Lv, Bo; Wang, Yuyi; Du, Wenliang"
83SFUQ6I,,MalRAG: a retrieval-augmented LLM framework for open-set malicious traffic identification,2025,"Luo, Xiang; Liu, Chang; Xiong, Gang; Yang, Chen; Gou, Gaopeng; Ren, Yaochen; Li, Zhen"
QWEBP3AZ,,LogPurge: log data purification for anomaly detection via rule-enhanced filtering,2025,"Zhang, Shenglin; Chen, Ziang; Que, Zijing; Liu, Yilun; Sun, Yongqian; Wei, Sicheng; Pei, Dan; Li, Hailin"
UK64MS7T,,AutoMalDesc: large-scale script analysis for cyber threat research,2025,"Apostu, Alexandru-Mihai; Preda, Andrei; Damir, Alexandra Daniela; Bolocan, Diana; Ionescu, Radu Tudor; Croitoru, Ioana; Gaman, Mihaela"
BG8BH59C,,Uncovering and aligning anomalous attention heads to defend against NLP backdoor attacks,2025,"Jin, Haotian; Li, Yang; Fan, Haihui; Shen, Lin; Li, Xiangfang; Li, Bo"
7D5HK9JI,,Privacy-preserving prompt injection detection for LLMs using federated learning and embedding-based NLP classification,2025,"Jayathilaka, Hasini"
C3FWFZK6,10.1145/3744916.3773198,"One signature, multiple payments: demystifying and detecting signature replay vulnerabilities in smart contracts",2025,"Wang, Zexu; Chen, Jiachi; Lin, Zewei; Chen, Wenqing; Ning, Kaiwen; Yu, Jianxing; Feng, Yuming; Zhang, Yu; Zhang, Weizhe; Zheng, Zibin"
KV9Q93SV,10.1007/978-3-032-07989-3_19,Actionable cybersecurity notifications for smart homes: a user study on the role of length and complexity,2026,"Jüttner, Victor; Löffler, Charlotte S.; Buchmann, Erik"
NZ6C2R8H,10.54941/ahfe1007047,Security logs to ATT&CK insights: leveraging LLMs for high-level threat understanding and cognitive trait inference,2025,"Hans, Soham; Marsella, Stacy; Hirschmann, Sophia; Gurney, Nikolos"
4E9SGTXU,10.1145/3746027.3758164,One size fits all? A modular adaptive sanitization kit (MASK) for customizable privacy-preserving phone scam detection,2025,"Wang, Kangzhong; Shen, Zitong; Zhang, Youqian; Cheung, Michael Mk; Luo, Xiapu; Ngai, Grace; Fu, Eugene Yujun"
5IBQZU9S,10.1145/3719027.3765219,OCR-APT: reconstructing APT stories from audit logs using subgraph anomaly detection and LLMs,2025,"Aly, Ahmed; Mansour, Essam; Youssef, Amr"
JXH4T8KD,10.1109/HSI61632.2024.10613528,Evaluating the efficacy of large language models in identifying phishing attempts,2024,"Patel, Het; Rehman, Umair; Iqbal, Farkhund"
7RKDSGJD,10.2139/ssrn.4785953,An explainable transformer-based model for phishing email detection: a large language model approach,2024,"Uddin, Mohammad Amaz; Mahiuddin, Md; Sarker, Iqbal H."
A2XPZ3EN,10.18653/v1/2024.acl-long.30,GradSafe: detecting jailbreak prompts for LLMs via safety-critical gradient analysis,2024,"Xie, Yueqi; Fang, Minghong; Pi, Renjie; Gong, Neil"
ZBDSPQRF,10.3390/analytics2030038,The use of a large language model for cyberbullying detection,2023,"Ogunleye, Bayode; Dharmaraj, Babitha"
8UQQIACX,10.1109/SP54263.2024.00181,Moderating new waves of online hate with chain-of-thought reasoning in large language models,2024,"Vishwamitra, Nishant; Guo, Keyan; Romit, Farhan Tajwar; Ondracek, Isabelle; Cheng, Long; Zhao, Ziming; Hu, Hongxin"
H6D3J4NC,10.18653/v1/2023.arabicnlp-1.58,Nexus at ArAIEval shared task: fine-tuning arabic language models for propaganda and disinformation detection,2023,"Xiao, Yunze; Alam, Firoj"
BJIFQJTN,10.21203/rs.3.rs-3608294/v1,"An improved transformer-based model for detecting phishing, spam, and ham: a large language model approach",2023,"Jamal, Suhaima; Wimmer, Hayden"
BGU2TJVH,10.1109/BigData59044.2023.10386543,LogGPT: log anomaly detection via GPT,2023,"Han, Xiao; Yuan, Shuhan; Trabelsi, Mohamed"
NIBX37BW,10.1109/ASE56229.2023.00199,REEF: a framework for collecting real-world vulnerabilities and fixes,2023,"Wang, Chaozheng; Li, Zongjie; Peng, Yun; Gao, Shuzheng; Chen, Sirong; Wang, Shuai; Gao, Cuiyun; Lyu, Michael R."
95SMP3AQ,10.1145/3611643.3613879,KDDT: knowledge distillation-empowered digital twin for anomaly detection,2023,"Xu, Qinghua; Ali, Shaukat; Yue, Tao; Nedim, Zaimovic; Singh, Inderjeet"
DUANZ742,10.1109/EuroSPW61312.2024.00054,LLM in the shell: generative honeypots,2024,"Sladić, Muris; Valeros, Veronica; Catania, Carlos; Garcia, Sebastian"
BTC69EJX,10.1145/3603163.3609064,The looming threat of fake and LLM-generated LinkedIn profiles: challenges and opportunities for detection and prevention,2023,"Ayoobi, Navid; Shahriar, Sadat; Mukherjee, Arjun"
Z8VIWW98,10.1145/3565477.3569152,Flow-based network intrusion detection based on BERT masked language model,2022,"Nguyen, Loc Gia; Watabe, Kohei"
QEWEEQ4B,10.1145/3579856.3590339,Masked language model based textual adversarial example detection,2023,"Zhang, Xiaomei; Zhang, Zhaoxi; Zhong, Qi; Zheng, Xufei; Zhang, Yanjun; Hu, Shengshan; Zhang, Leo Yu"
FTHTN3CU,10.1109/AICCSA56895.2022.10017800,CAN-BERT do it? Controller area network intrusion detection system based on BERT language model,2022,"Alkhatib, Natasha; Mushtaq, Maria; Ghauch, Hadi; Danger, Jean-Luc"
C3V7DVAX,10.1109/CloudIntelligence52565.2021.00013,Robust and transferable anomaly detection in log data using pre-trained language models,2021,"Ott, Harold; Bogatinovski, Jasmin; Acker, Alexander; Nedelkoski, Sasho; Kao, Odej"
