Key,Vote,Reason,Code,DOI,Title
H56SVHUR,EXCLUDE,"LLM gera informação auxiliar/embeddings, Deep Neural Networks fazem detecção. Abstract EXPLÍCITO. Global LLM gera auxiliary text/embeddings (sobre ataques desconhecidos) → 
Compartilhado com clients → 
Deep neural networks detectam ataques.",IC2,10.1007/978-3-031-96235-6_24,Large Language Model-Based Federated Zero-Shot Learning for Intrusion Detection in Smart Grids
N83RMXVG,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-981-96-1758-6_26,Large Language Model-Based Network Intrusion Detection
ME7Y7SUS,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,"EC1, EC4",10.1007/s00146-025-02403-w,Large language models and the problem of rhetorical debt
2SNRDTWQ,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-3-032-00627-1_17,Large Language Models Are Unreliable for Cyber Threat Intelligence
UMZSEJ88,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC4,10.1057/s41599-024-03611-3,Large language models empowered agent-based modeling and simulation: a survey and perspectives*
T6A9CIEL,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/s12273-025-1235-9,Large language models for building energy applications: Opportunities and challenges
BLZY46HF,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/s43681-025-00943-x,Large language models for clinical trials in the Global South: opportunities and ethical challenges
L4WAUYST,EXCLUDE,"Evidências:

""classification techniques""
""reduce the number of potentially suitable techniques""
Foco em análise de RELATÓRIOS, não detecção em sistemas.",IC2,10.1007/978-3-032-00633-2_5,Large Language Models for Cyber Threat Intelligence: Extracting MITRE With LLMs
XKUMGJHZ,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.","EC1, EC4",10.1007/978-981-96-8295-9_1,Large Language Models for Cybersecurity Education: A Survey of Current Practices and Future Directions
FFAH7FIL,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.","EC4, EC1",10.1007/s43684-025-00100-5,Large language models for PHM: a review of optimization techniques and applications
V6FGS9C6,EXCLUDE,"Excluded due to IC1 violation. The LLM serves as a feature extractor, generating semantic representations that are subsequently processed by another model for detection. The LLM does not directly classify or identify threats.",EC4,10.1007/s10207-025-00992-7,"Large language models for software vulnerability detection: a guide for researchers on models, methods, techniques, datasets, and metrics*"
48M7HW5X,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,"EC1, EC4",10.1038/s44387-025-00047-1,Large language models in biomedicine and healthcare
5I398RJ9,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC4,10.1134/S1064562425700012,Large Language Models in Cyberattacks
3QDXZ39D,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/978-3-031-96146-5_1,Large Language Models in Smart Grid: Applications and Risks
W96EET5K,EXCLUDE,"Excluded due to IC1 violation. The LLM serves as a feature extractor, generating semantic representations that are subsequently processed by another model for detection. The LLM does not directly classify or identify threats.","EC1, EC4",10.1007/s42452-025-07668-w,"Large language models: an overview of foundational architectures, recent trends, and a new taxonomy"
JAUHYEMP,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/s12243-025-01134-9,"Large language models: applications, limitations, challenges, and recommendations in cybersecurity, digital forensics, and ethical hacking"
YFLV9JHJ,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC1",10.1007/s11432-025-4676-4,Large multimodal models evaluation: a survey*
R8KE2HAZ,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/s10579-023-09707-7,Large scale annotated dataset for code-mix abusive short noisy text
FYTDZMYX,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC1",10.1007/s10845-024-02536-7,Large scale foundation models for intelligent manufacturing applications: a survey
5WI28K2Y,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1038/s41598-025-94551-8,Large scale summarization using ensemble prompts and in context learning approaches
RFJBXJXD,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-031-95200-5_33,Latest Achievements on the Application of AI in Stem Education
5LX425EI,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-981-96-9958-2_9,LCA-PRCA: Lowest Common Ancestor Embedding for Provenance-Based Intrusion Detection
UBBAU9W2,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.","EC4, EC1",10.1007/978-3-031-62843-6_10,Leading Trends in AI: A Literature Review
LJGBXC2T,EXCLUDE,"Excluded due to IC1 violation. The LLM serves as a feature extractor, generating semantic representations that are subsequently processed by another model for detection. The LLM does not directly classify or identify threats.",EC1,10.1007/s11432-024-4400-8,LEDNet: a multimodal foundation model for robust deepfake detection
5WYIF3RI,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/s11432-024-4463-0,Let RFF do the talking: large language model enabled lightweight RFFI for 6G edge intelligence
GCSW7W8G,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-981-95-3462-3_14,"Leveraging Chatbot Technology for Phishing: A Study on ChatGPT, Copilot, and Gemini"
EHCH8NTH,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-031-86296-0_22,Leveraging Cloud Resources for Machine Learning-Based Spam Detection API
NNKE3XUG,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC1, EC4",10.1007/978-981-96-8765-7_22,Leveraging Digital Twins for Quality Risk Management in Medium-Rise Residential Constructions
WRQXKI4E,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1186/s43065-025-00147-x,Leveraging emerging technologies to address the crisis of aging concrete infrastructure
TBUUK2ER,EXCLUDE,"Excluded due to IC1 violation. The LLM serves as a feature extractor, generating semantic representations that are subsequently processed by another model for detection. The LLM does not directly classify or identify threats.",EC1,10.1007/s10664-025-10660-y,Leveraging encoder-only large language models for mobile app review feature extraction
4ZIAPI38,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,,10.1007/978-3-031-95452-8_16,Leveraging EUD and Generative AI for Ethical Phishing Campaigns
E8L2RVEG,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-981-96-9872-1_23,Leveraging Fine-Tuned Large Language Models for Device Fingerprint Extraction in IoT Security
LAE7C2EH,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-3-032-08649-5_2,Leveraging Generative AI for Proactive Security and Automated Remediation in Cloud-Native CI/CD Pipelines
3KRXXL5D,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.","EC1, EC4",10.1007/s44212-024-00060-w,"Leveraging generative AI for urban digital twins: a scoping review on the autonomous generation of urban data, scenarios, designs, and 3D city models for smart city advancement"
XAK3N52N,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-031-70903-6_4,Leveraging Hierarchies: HMCAT for Efficiently Mapping CTI to Attack Techniques
EKWHGQJI,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1038/s41598-025-11608-4,Leveraging hybrid deep learning with starfish optimization algorithm based secure mechanism for intelligent edge computing in smart cities environment
88JKAXLV,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-3-031-87772-8_37,Leveraging Large Language Models for Reducing False Positives and Prioritizing Alerts in Intrusion Detection Systems
MT79R6FW,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-981-96-2721-9_25,Leveraging Large Language Models for Text-to-SQL with Attention to Data Security
M3EAD4WI,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC4,10.1007/s10844-025-00964-2,"Leveraging large language models, graph neural networks, and explainable AI for revolutionizing the next-generation network intrusion detection systems*"
4QHJZTHR,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-3-031-95127-5_24,Leveraging LLM to Detect and Correct Vulnerabilities in Code
6FXRXHY5,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/s40747-025-02096-0,Leveraging multi-agent framework for root cause analysis
TIHHB2W3,EXCLUDE,"EXCLUIR - BERT é usado para GERAÇÃO DE EMBEDDINGS (feature extraction), não 
classificação. Abstract é explícito: ""utilizes LLMs to GENERATE high-quality 
URL embeddings"" e ""These embeddings are THEN CLASSIFIED... using a customized 
DL-based model"" (LSTM+GRU). Arquitetura em dois estágios: BERT→embeddings→
LSTM+GRU→classificação. Sem menção de fine-tuning do BERT para classificação. 
BERT substitui feature engineering manual (papel auxiliar), enquanto LSTM+GRU 
realiza a detecção (accuracy 97.5%). Caso idêntico ao SANVector (P0921): LLM 
gera embeddings, outro modelo classifica. Exatamente o cenário especificado 
pelos supervisores para exclusão: LLM usado para ""enriquecimento de dados, 
enquanto a detecção em si é feita por... ML tradicional"". Não atende IC1 
critério refinado.",EC1,10.1038/s41598-025-26653-2,Lightweight malicious URL detection using deep learning and large language models
AAFYGIRZ,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-032-01948-6_3,Linking Artificial Intelligence to ERP: The Case of Oracle
SBQ3F5VS,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC1",10.1007/978-3-031-46177-4_12,Literature Review: Artificial Intelligence Adoption Within the Accounting Profession Applying the Technology Acceptance Model (3)
IT94AJN3,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/s44163-024-00129-0,LLM potentiality and awareness: a position paper from the perspective of trustworthy and responsible AI modeling
YT9H3DMA,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/s12369-025-01301-x,"LLM-Driven Robots Risk Enacting Discrimination, Violence, and Unlawful Actions"
ZN6BNVUX,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-3-032-00642-4_4,LLM-Enhanced Intrusion Detection for Containerized Applications: A Two-Tier Strategy for SDN and Kubernetes Environments
NYT3JIIM,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/978-3-031-97992-7_64,LLM-Powered UAVs: A RAG-Based Approach for Safety-Critical Operations
3WGSIME8,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/978-3-032-00644-8_9,LLMs in Security Testing and Monitoring: An Initial Study
HSRNTJ9Y,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/978-3-031-87496-3_5,LocalIntel: Generating Organizational Threat Intelligence from Global and Local Cyber Knowledge
98HT84NT,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1038/s41598-025-90320-9,Localized large language model TCNNet 9B for Taiwanese networking and cybersecurity
7N3UM7X5,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/s10664-025-10701-6,LogEval: A comprehensive benchmark suite for LLMs in log analysis
3BVBZI8N,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/978-3-031-84913-8_3,LogGenST: A Framework for Synthetic Log Generation Using LLMs for Smart-Troubleshooting
NZBNQFM8,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s41870-025-02911-4,LogMerge: improved log parsing based on two-step clustering combined with low-level token processing
AD98H5ZK,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC2,10.1007/978-3-031-90203-1_1,LOMOS: An AI-Based Runtime Security Monitoring System Fit for the Cloud Continuum
H6AEXWGH,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/s10489-022-03185-0,Long text feature extraction network with data augmentation
RDDVRUNT,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-3-031-92882-6_12,LSAST: Enhancing Cybersecurity Through LLM-Supported Static Application Security Testing
DWGU86UM,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/s12083-024-01679-x,LSF-IDM: Deep learning-based lightweight semantic fusion intrusion detection model for automotive
D84MRYWQ,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/s10489-025-06891-7,LSTM-based text analysis to automatically adapt cyberattack detection capabilities
475KVIBV,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-032-04365-8_9,Machine Learning Approaches for Detection of Cyberbullying in Virtual Space
QZ99US5T,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC2",10.1007/978-981-19-7892-0_28,Machine Learning Techniques in Intrusion Detection System: A Survey
HQVGHIC4,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,"EC4, EC1",10.1007/s10462-020-09948-w,"Machine learning towards intelligent systems: applications, challenges, and opportunities"
CTXFYHAZ,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/s10922-025-10001-w,Machine Learning-Based Network Monitoring for Cybersecurity Threat Detection
3KFL3FJR,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC1, EC2",10.1007/s13278-022-01020-5,Machine learning-based social media bot detection: a comprehensive literature review
BMD5XXPA,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-981-97-3601-0_24,"Machine Learning, Malware Detection: SecureAI"
QUZ2TCJF,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/s11265-025-01968-5,MAET: A Generalizable Masked Autoencoding Framework for Anomaly Detection in Time-Series Data
ZYNQ6SLT,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-031-17143-7_21,MaleficNet: Hiding Malware into Deep Neural Networks Using Spread-Spectrum Channel Coding
