Key,Vote,Reason,Code,DOI,Title
P7HSI6CC,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",,10.1007/s10115-025-02491-6,Mining temporal attack patterns from cyberthreat intelligence reports
7HP3LBK6,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/s42979-024-03413-z,Mirroring Privacy Risks with Digital Twins: When Pieces of Personal Data Suddenly Fit Together
YLEYXWJ3,EXCLUDE,"Threat detection and prediction are addressed, but no LLM involvement, violating IC1 and triggering EC2.",EC2,10.1007/978-3-031-82362-6_26,MITRE-Based APT Attack Generation and Prediction
RSIUERXF,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-3-032-04190-6_10,ML Pipeline Insights Service for Rule-Based Assessment of Training Practices in Reinforcement Learning
Y3AMAGW7,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC1, EC4",10.1007/s10462-025-11215-9,"Model-agnostic explainable artificial intelligence methods in finance: a systematic review, recent developments, limitations, challenges and future directions"
K4HGAU3C,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1007/s10922-025-09901-8,Modeling Network Traffic Generators for Cyber Ranges: A Systematic Literature Review
CAQGAIIS,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-031-20875-1_53,Modeling the Decision-Making Process Based on Cyber-Physical Technologies
ZXGWRNG9,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/978-3-032-07275-7_41,"Modern Methods for Anomaly Detection in Enterprise System Logs: Algorithms, Implementations, and Practical Case Studies*"
AYITQTLM,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-981-96-4543-5_14,Moving Towards Robust and Reliable AI: Vulnerability Detection Framework Through Red Teaming
MZAQ5RP4,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-981-95-3058-8_36,Multi-agent Collaborative Framework with Few-Shot CoT for Threat Detection
5E52LMAJ,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-030-93709-6_41,Multi-channel Convolutional Neural Network for Hate Speech Detection in Social Media
IVAQX82M,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/s40747-024-01392-5,Multi-class hate speech detection in the Norwegian language using FAST-RNN and multilingual fine-tuned transformers
LQSKAEDK,EXCLUDE,"This work presents a project proposal describing the planned use of large multimodal models for intrusion detection in UAV swarms. However, it does not provide a completed LLM-based threat detection method, nor empirical evaluation results. Therefore, it fails IC2 and is excluded under EC4.",EC4,10.1007/978-981-95-1050-4_6,Multi-modal Swarm Intelligence for Secure UAV Missions
KU2FCT2N,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-981-96-6468-9_15,Multimodal-Based Sentiment Classification Method in Data Middle Platform
4B6W4E7F,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-981-96-1741-8_33,Natural Language Processing for Insider Threat Email Detection Optimized by Modified Metaheuristics
9RNH8FKF,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1038/s41598-025-92190-7,"Navigating artificial general intelligence development: societal, technological, ethical, and brain-inspired pathways"
RQXB2A5T,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC1, EC4",10.1007/s40558-024-00302-2,Navigating the digital transformation of ocean tourism industries: insights from the literature and industry experts
45J4NWXE,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,EC1,10.1038/s41746-024-01213-6,Navigating the European Union Artificial Intelligence Act for Healthcare
CAFS43QR,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/978-3-032-05681-8_7,"Navigating the Future of AI Integration: Competency Development, Ethical Considerations, and Workforce Adaptability in “Organizations 5.0”"
8P2YRQ3S,EXCLUDE,"Embora mencione ""Trojan detection"", o objetivo é GERAR Trojans que passem despercebidos, não defender contra eles.",EC1,10.1007/978-3-032-01799-4_1,NETLAM: An Automated LLM Framework to Generate and Evaluate Stealthy Hardware Trojans
MHCBC2ID,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC2,10.1007/978-981-97-3682-9_81,Network Asset Vulnerability Assessment Model Based on QPSO-LightGBM
PY9Y684Q,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC2,10.1007/978-3-031-94898-5_43,Network Attack Detection Technology Based on Knowledge Complementary Personalized Federated Learning
TSUNRLS8,EXCLUDE,"Justificativa:

TESTING/FUZZING tool, não detection system
Usado durante desenvolvimento, não operação
Similar a security testing tools.",,10.1007/978-981-95-0009-3_44,Network Protocol Security Evaluation via LLM-Enhanced Fuzzing in Extended ProFuzzBench
QCNVMZQJ,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC2,10.1007/s10207-025-01172-3,Network-Based Real-Time Detection of Data Manipulation Attacks in Industrial Control Systems
ART2HGAY,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1134/S2075108725700087,Neural Networks in Ship Navigation
S59MH3TB,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/978-3-032-03021-4_2,"New Forms of (Mis)communication and Artificial Intelligence: Exploring Alienation, Empowerment and Accessibility"
8RTYNTKS,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s12599-024-00902-6,New Laws and Regulation
CSZJGYTX,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/s11416-024-00529-x,Next gen cybersecurity paradigm towards artificial general intelligence: Russian market challenges and future global technological trends
IXIACP7A,EXCLUDE,"Although highly relevant to IoT cyberattack prediction, the paper does not involve LLMs or transformer-based NLP models, which are mandatory for inclusion in your review.",EC2,10.1186/s13677-023-00517-4,Next-generation cyber attack prediction for IoT systems: leveraging multi-class SVM and optimized CHAID decision tree
WY97G89V,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s00146-025-02463-y,NLP as language ideology: discursive and algorithmic constructions of ‘toxic’ language in machine learning research
ICDIZZ8F,INCLUDE,LLM/Transformer-based threat classification (CTI / ATT&CK mapping),"IC1, IC2",10.1007/978-3-031-95326-2_31,NLP-Driven Cyber Threat Classification Leveraging the MITRE ATT&CK Framework
BBDS2ED4,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/s11098-025-02347-3,Normative conflicts and shallow AI alignment
PCQRKMQ7,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-031-99474-6_36,Observability-Driven AI Governance: A Framework for Compliance and Audit Readiness Under the EU AI Act
MWIEDSZ9,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/978-3-032-03997-2_10,On Open Datasets for LLM Adversarial Testing
IQ83GQS8,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-3-031-89350-6_8,On the Properness of Large Language Models for Malware Detection
J74ABK5P,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/s00766-021-00370-4,On the relationship between similar requirements and similar software
5KQ9VXDU,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1007/s11390-023-2488-3,On the Security of Smart Home Systems: A Survey
SSAQ44QG,EXCLUDE,"Relevant to vulnerability detection, but the paper studies dataset imbalance effects, not LLM-based detection.",EC2,10.1007/978-3-032-05188-2_20,On the Use of Imbalanced Datasets for Learning-Based Vulnerability Detection
CZ3Q2AC4,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-031-71167-1_7,On the Use of Neurosymbolic AI for Defending Against Cyber Attacks
YF82A9AJ,EXCLUDE,"EXCLUIR - LLM é usado para INTERPRETAÇÃO/EXPLICAÇÃO de alertas, NÃO para 
detecção. A detecção é realizada pelo Suricata (IDS tradicional baseado em regras/signatures). Sistema proposto: Suricata detecta→gera alertas→HGNN+RAG+LLM 
EXPLICA alertas em linguagem natural para analistas. Abstract é explícito: 
""automated EXPLANATION of complex alerts"", ""generated EXPLANATIONS"", 
""explainable INTERPRETATIONS"". RAG fornece contexto do MITRE ATT&CK para 
melhorar qualidade das EXPLICAÇÕES, não para realizar detecção. LLM atua como 
interface/apoio ao analista (papel auxiliar), enquanto detecção é feita por 
outro sistema (Suricata). Exatamente o cenário especificado pelos supervisores 
para exclusão: ""apoio ao analista... enquanto a detecção em si é feita por 
regras... Qualquer outra coisa mais lateral, acaba tirando da LLM o 
protagonismo de ferramenta a ser usada na defesa"". Não atende IC1 critério 
refinado.",EC1,10.1007/978-3-032-13615-2_22,Ontology-Guided Heterogeneous Graph Retrieval for Large-Language-Model Interpretation of Suricata Events
V33JC6NR,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-981-95-3346-6_35,Open Bilingual Benchmark and Leaderboard for Large Language Models in Cybersecurity
NLNFK3KA,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,EC1,10.1007/978-981-99-7569-3_2,OpenAI ChatGPT and the Accelerated Spread of Biased Information
ZY3VDUGR,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s43681-025-00882-7,Operationalising ethical AI governance: a triadic framework for the European AI act
BS2QJTYF,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/s11042-024-19519-8,Opposing agents evolve the research: a decade of digital forensics
Q5V35BU4,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1038/s41598-025-05182-y,Optimization for threat classification of various data types-based on ML model and LLM
RJGLGH6E,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,EC1,10.1007/978-981-95-3456-2_11,Optimizing Biomedical Text Processing: A Comparative Analysis of Tokenization Methods and Context-Aware Representation Learning
WZGCD55R,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/s43926-025-00182-w,Optimizing feature selection and deep learning techniques for precise detection of low-rate distributed denial of service (LDDoS) attack
ZL53EQYB,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,EC1,10.1007/s44196-025-00992-4,"Optimizing Large Language Models in Distributed Environments: A Holistic Approach to Efficiency, Ethics, and Governance"
V3KJGFQU,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s10207-025-00998-1,Outlier-oriented poisoning attack: a grey-box approach to disturb decision boundaries by perturbing outliers in multiclass learning
W9SEBJKI,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC2,10.1007/978-3-030-61108-8_17,Oversampling for Detection of Malicious JavaScript in Realistic Environment
NU5XLM4V,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.","EC4, EC1",10.1007/s11432-024-4337-1,"Overview of AI and communication for 6G network: fundamentals, challenges, and future research opportunities"
4APZU67S,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",,10.1007/978-3-032-06155-3_5,Parameter-Efficient Fine-Tuning of LLMs for Intrusion Detection and Firewall Rule Generation: A Comparative Study
5CEBB577,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1007/s11423-025-10447-4,Pedagogical AI conversational agents in higher education: a conceptual framework and survey of the state of the art
AEVGIN6V,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-031-15777-6_29,Peekaboo: Hide and Seek with Malware Through Lightweight Multi-feature Based Lenient Hybrid Approach
H4VJLMF7,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-3-030-88418-5_12,Peeler: Profiling Kernel-Level Events to Detect Ransomware
VA44M9D4,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC4, EC1",10.1007/s12559-025-10457-7,Peeping into the Future: Understanding and Combating Generative AI-Based Fake News
4IEBNXA4,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",,10.1007/978-3-032-02725-2_5,Penetration Testing with AI: Case Studies on LLM and RL-Based Attack Agents
H88L3BFJ,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-031-53555-0_15,Perceiving Human Psychological Consistency: Attack Detection Against Advanced Persistent Social Engineering
28V3RGF9,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,EC1,10.1007/978-981-97-7710-5_15,Performance Analysis of Various Encryption Algorithms for Securing Modules of Educational Chatbot
8HT566HG,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/s42154-025-00355-x,Perspective: A Novel Resilient Cybersecurity Management System for Connected and Automated Vehicles
N26KD4NY,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC4, EC1",10.1007/s42438-025-00593-6,Perspectives from South Africa on GenAI in Higher Education: A Postdigital Dialogue with the Global Context
BMMERUNR,EXCLUDE,"Justificativa:

Foco: Feature extraction, não classificação
Output: Descritores/features, não ""phishing detected""
Propósito: ""valuable in... developing... mitigation tools"" (fornece features para outros sistemas)
Não classifica: Extrai features que serão usadas por outrosFine-tunes transformer-based language models to extract contextual features from phishing emails (cyber threat detection task).",,10.1007/978-3-031-82362-6_9,PhishCoder: Efficient Extraction of Contextual Information from Phishing Emails
VMKRHCSH,INCLUDE,Incorporates LLMs (DistilBERT) alongside CNN-LSTM for phishing detection in IoT environments.,"IC1, IC2",10.1007/s43926-025-00202-9,Phishing detection in IoT: an integrated CNN-LSTM framework with explainable AI and LLM-enhanced analysis
7AGEBNI6,EXCLUDE,"Pretrained NLP models (RoBERTa/CANINE) geram embeddings → Linear classifier classifica.  Uses pretrained transformer-based NLP models (RoBERTa, CANINE) for phishing website detection.",,10.1007/978-981-97-6957-5_15,Phishing Website Detection Through Multi-model Analysis of HTML Content
57ZEPMYG,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC4, EC1",10.1007/s44379-025-00050-y,"Physical AI: bridging the sim-to-real divide toward embodied, ethical, and autonomous intelligence"
QZXCTHX5,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC1",10.1007/s00170-024-14379-w,Plug and Produce — a review and future trend
4F22GRQL,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-3-031-75702-0_8,PoliticPA 2024: Author Profiling Gender and Political Ideology of Politicians in Panama
S3WCFHFU,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-3-031-97623-0_5,Poster: Exploring the Zero-Shot Potential of Large Language Models for Detecting Algorithmically Generated Domains
XFTX9N4G,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC2,10.1007/s10586-024-04825-5,Practical evasion attack against neural network-based macro-malware detection method
