Key,Vote,Reason,Code,DOI,Title
T7HM3JGQ,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC1",10.1007/s13278-024-01258-1,"A comprehensive review on Arabic offensive language and hate speech detection on social media: methods, challenges and solutions"
L3CJ8K6R,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC1",10.1007/s43681-024-00590-8,A comprehensive survey and classification of evaluation criteria for trustworthy artificial intelligence
MEY9J37C,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC1",10.1007/s10742-025-00351-y,A comprehensive survey of AI trust frameworks in healthcare: current state and future directions
7Q45BLLN,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/978-981-97-1274-8_6,"A Comprehensive Survey of Attack Techniques, Implementation, and Mitigation Strategies in Large Language Models"
HCA9LLYI,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1007/s11227-025-07503-4,A comprehensive survey of machine learning and deep learning approaches for anomaly detection in high-performance computing systems
8UJKT4J3,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1007/s10115-025-02382-w,A comprehensive survey of manual and dynamic approaches for cybersecurity taxonomy generation
NRBPU3F6,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC1",10.1007/s10115-025-02589-x,A comprehensive survey of stream reasoning and its integration with knowledge graphs
QRQAGZGJ,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.","EC4, EC1",10.1007/s13042-024-02516-6,"A comprehensive survey on GNN-based anomaly detection: taxonomy, methods, and the role of large language models"
X3GELE3C,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1038/s41598-025-23865-4,"A comprehensive survey on securing the social internet of things: protocols, threat mitigation, technological integrations, tools, and performance metrics"
SS3EZ4I9,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1007/s42452-025-07312-7,"A comprehensive survey on techniques, challenges, evaluation metrics and applications of deep learning models for anomaly detection"
ASRF9CSK,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/s10207-025-01094-0,A Comprehensive User Study on Medical Device Threat Modeling Methodologies and CyberLlama2 - MEDICALHARM Threat Modeling Assistant.
ETG6VQH4,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.","EC4, EC1",10.1007/s11831-025-10355-z,"A Critical Analysis of Generative AI: Challenges, Opportunities, and Future Research Directions"
LSH7J55U,EXCLUDE,The study addresses the application of Artificial Intelligence (AI) or Machine Learning (ML) in cyber threat detection without utilizing Large Language Models (LLMs).,EC2,10.3103/S0005105525701031,A Crow Search Algorithm for Building a Fuzzy Classifier of Phishing Attacks
HSP8PBC9,EXCLUDE,"The study discusses LLMs, but not in the context of cybersecurity threat detection. Instead, it focuses on the security of the LLM itself.",EC1,10.1007/s10207-025-01066-4,A Data-centric approach for safe and secure large language models against threatening and toxic content
SQLXQQRT,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/s00521-024-10161-x,"A decision-making model for self-driving vehicles based on GPT-4V, federated reinforcement learning, and blockchain"
RARSJ3PU,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s13369-021-05383-3,A Deep Learning Framework for Automatic Detection of Hate Speech Embedded in Arabic Tweets
4WCBRQ89,EXCLUDE,The study addresses the application of Artificial Intelligence (AI) or Machine Learning (ML) in cyber threat detection without utilizing Large Language Models (LLMs).,EC2,10.1007/s44196-025-00781-z,A Deep Learning Model Leveraging Time-Series System Call Data to Detect Malware Attacks in Virtual Machines
TJW3TA4Q,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.","EC4, EC1",10.1007/s41060-025-00871-3,A detailed analysis into evaluation metrics for knowledge graph evaluation
8KHMGWV6,EXCLUDE,The study addresses the application of Artificial Intelligence (AI) or Machine Learning (ML) in cyber threat detection without utilizing Large Language Models (LLMs).,EC2,10.1007/978-3-031-06374-9_21,A Digital Forensic Readiness Cybercrime Semantic Trigger Process
UQN959DM,EXCLUDE,"The study discusses LLMs, but not in the context of cybersecurity threat detection. Framework for human-machine collaboration using digital twins and Agentic AI in industrial/organizational contexts. Not related to cybersecurity threat detection — focuses on productivity and efficiency in general industries.",EC1,10.1007/s10845-025-02637-x,A digital twin framework for enhancing human–agentic AI–machine collaboration
SCH68S82,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC1, EC2",10.1007/978-3-032-09700-2_11,A Discussion of Data-Driven and Knowledge-Driven Approaches in Manufacturing Process: Challenges and Opportunities for Industry 5.0
X23TPSRU,EXCLUDE,"Applies Federated Learning and GANs for IIoT malware detection. While clearly in the cybersecurity threat detection domain, it uses traditional deep learning techniques (GANs for augmentation, FL for training) without any LLM application.",EC2,10.1007/s10796-025-10659-2,A Federated Learning and GAN-Based Stealthy Malware Detection Scheme for IIoT Security
TBNJXHB2,EXCLUDE,"While it applies an LLM, the domain is content moderation/online safety rather than cybersecurity threat detection .",EC1,10.1007/978-3-031-72350-6_4,A Generalizable Context-Aware Deep Learning Model for Abusive Language Detection
WCQSNY2Y,EXCLUDE,"Excluded due to IC1 violation. The LLM serves as a feature extractor, generating semantic representations that are subsequently processed by another model for detection. The LLM does not directly classify or identify threats.",EC1,10.1007/s00170-025-15033-9,A generative pre-trained transformer industrial bot to improve operators’ working experience in a small Industry 5.0 factory
ZQHXBN62,EXCLUDE,"??? EC1: Although the study employs LLM-assisted agentic AI, its primary focus is cyber deception and strategic decision-making rather than cybersecurity threat detection.","IC1, EC1",10.1007/978-3-032-08067-7_12,A Gestalt Game-Theoretic Framework for Designing Agentic AI Workflows in Cyber Deception *
S68X8SPI,EXCLUDE,"Excluded due to IC1 violation. The LLM is used solely for embedding generation, while a separate classifier (e.g., SVM, XGBoost, neural network) performs the actual threat detection. This represents a 'feature extraction → classification' pipeline where the LLM does not directly perform detection.",EC1,10.1007/978-3-031-61057-8_7,A Graph Language Modeling Framework for the Ontological Enrichment of Conceptual Models
D6PYEBIP,EXCLUDE,General data science tutorial on mathematical similarity measures. Neither LLM-related nor cybersecurity-focused. Completely outside the SLR scope.,"EC4, EC1, EC2",10.1186/s40537-025-01227-1,A guide to similarity measures and their data science applications
37MQ5LLX,INCLUDE,Uses GPT-3 and language models for malware detection by analyzing PE file assembly instructions. Directly applies LLMs to cybersecurity threat detection with sufficient methodological detail for data extraction.,"IC1, IC2",10.1007/s10586-024-05034-w,A hybrid framework for malware determination: generative pre-trained transformer-inspired approach
NQCZRKBS,EXCLUDE,Neither the domain (healthcare billing) nor the technology (RL/DQN/PPO) relates to LLMs for cybersecurity threat detection.,"EC1, EC2",10.1038/s41598-025-14355-8,A hybrid reinforcement learning and knowledge graph framework for financial risk optimization in healthcare systems
44DATGTN,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.","EC1, EC2",10.1038/s41598-025-04971-9,A hybrid rule-based NLP and machine learning approach for PII detection and anonymization in financial documents
5LL6ZA7X,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-3-031-93254-0_5,A Large-Scale Pretrained Model for Malicious URL Detection
ZIVMC392,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",,10.1007/978-3-032-02060-4_13,A Lightweight Approach for Phishing Email Detection in Turkish with LLMs
XZC4SMM6,EXCLUDE,Secondary study (literature review) on smart warehouse operations management. Not related to cybersecurity or LLM; focuses on logistics and supply chain operation.,"EC4, EC1, EC2",10.1007/s42524-021-0178-9,A literature review of smart warehouse operations management
LV287BND,EXCLUDE,"EXCLUIR - LLMs são usadas para GERAÇÃO DE EMBEDDINGS (feature extraction), não 
classificação. Abstract é explícito: ""framework leveraging LLM-based embedding 
models WITH machine learning classifiers"" e ""assess three... embedding models 
COMBINED WITH four classifiers"". Arquitetura em dois estágios: LLM→embeddings→
ML classifiers→detecção. Paper testa 3 modelos de embedding × 4 classifiers ML 
(12 combinações), demonstrando que embeddings são features fixas e classifiers 
realizam a detecção. LLM extrai features, ML classifiers detectam phishing. 
Padrão idêntico aos casos P0921 (SANVector), P0731 (BERT-URL), P0859 (CNN+BERT): 
todos usam LLM para embeddings + outro modelo para classificação. Exatamente o 
cenário especificado pelos supervisores para exclusão: LLM usado para 
""enriquecimento de dados, enquanto a detecção em si é feita por... ML 
tradicional ou outro modelo"". Não atende IC1 critério refinado.",,10.1007/978-981-95-0681-1_8,A Machine Learning Approach to Detecting Phishing Attacks Using LLM-Based Embeddings
KS9W85SV,EXCLUDE,"Uses deep learning NLP with product quantization for sensitive data identification without explicit LLM application. Product quantization is a vector compression technique, not a language model. Additionally, sensitive data classification is data protection, not threat detection as scoped in the SLR.","EC1, EC2",10.1186/s13677-024-00662-4,A mobile edge computing-focused transferable sensitive data identification method based on product quantization
HZ63IKIK,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC2,10.1007/978-3-030-42051-2_8,A Model Driven Approach for Cyber Security Scenarios Deployment
YV4W4JU6,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.","EC1, EC2",10.1007/s10994-025-06750-z,A model for intelligible interaction between agents that predict and explain
7AFIFUJ3,INCLUDE,Uses agent-based LLMs integrated with object detection and XAI for comprehensive malware behavior analysis. The multi-agent reasoning module with LLMs interprets API sequences and generates human-readable threat narratives.,"IC1, IC2",10.1038/s41598-025-21848-z,A multi-label visualisation approach for malware behaviour analysis
J5EHDHER,EXCLUDE,"Secondary study (interdisciplinary review) on AI-driven toxicity detection for civic platforms. Reviews legal/ethical challenges rather than proposing LLM solutions. Domain is content moderation/online safety, not cybersecurity threat detection.","EC4, EC1, EC2",10.1007/s00146-025-02424-5,A multidisciplinary analysis of transparent AI-driven toxicity detection tools for civic engagement platforms
EMT4D8XK,EXCLUDE,"Uses traditional ML feature selection and ensemble classifiers for propaganda detection on social media. Domain is misinformation/content moderation, not cybersecurity threat detection. No LLM application, paper explicitly notes deep learning as future work.","EC1, EC2",10.1007/978-3-031-70924-1_5,A Multifaceted Approach for Identifying Propaganda on Social Networks
FRA5LSLC,EXCLUDE,"Uses LLM ensemble (GPT-3, RoBERTa, BERT) for cross-lingual sentiment analysis. While valid LLM application, the domain is general NLP (marketing, politics, customer service), not cybersecurity threat detection.",EC1,10.1038/s41598-024-60210-7,A multimodal approach to cross-lingual sentiment analysis with ensemble of transformer and LLM
DP5XRLEV,EXCLUDE,"Secondary study (review/discussion) on Deep Generative Models in supply chain. Paper explicitly notes LLMs are NOT its focus, discusses VAEs, GANs, and other DGMs instead. Domain is supply chain operations, not cybersecurity threat detection.","EC4, EC2",10.1007/978-3-031-43662-8_32,A New Generation? A Discussion on Deep Generative Models in Supply Chains
9X7N9HXE,EXCLUDE,"The study focuses on ""production disturbances"" in a ""pressure foundry"" rather than cybersecurity threat detection tasks.",EC1,10.1007/s00170-025-15000-4,A new ontology-based approach to automatic information extraction from speech for production disturbance management
5CK6AW9F,EXCLUDE,"EXCLUIR - Abstract menciona ""integrates deep learning algorithms WITH word embeddings"" e ""Attention Siamese Network (ASN)... classifies"" (accuracy 0.9825). ASN é o classificador que realiza a detecção. Abstract NÃO especifica fonte dos word embeddings. DOIS CENÁRIOS possíveis, ambos levam a exclusão: (A) Se embeddings são de LLM → papel auxiliar de feature extraction, ASN classifica (padrão P0921, P0731, P0859, etc.) → não atende IC1 refinado; (B) Se embeddings são tradicionais (Word2Vec/GloVe, não-LLM) → fora do escopo da revisão que foca em ""application of LLMs"" (IC1). Ausência de menção explícita de LLM/BERT/GPT sugere possível uso de embeddings tradicionais, mas trabalhos modernos frequentemente usam LLM embeddings implicitamente. Abstract ambíguo - idealmente verificar full-text, mas ambos cenários justificam exclusão.",,10.1007/s13278-025-01536-6,A novel approach to identify deepfake text using social media data
NIFW9JK6,EXCLUDE,"The study addresses a valid cyber threat detection task (malware detection) but does not utilize Large Language Models (LLMs). Instead, it employs a traditional deep learning approach based on 2D Convolutional Neural Networks (CNNs) and the MobileNetV2 architecture. Since the intervention focuses exclusively on image-based feature extraction rather than transformer-based or LLM agents, it fails to meet the primary inclusion requirement.",EC2,10.1007/s10922-025-09994-1,A Novel Approach to Malware Detection: Converting Hardware Memory Data to 2D Barcodes Using Mobile Networks
GE5N9HC4,EXCLUDE,"While the study utilizes an LLM (GPT-3.5 Turbo) for data extraction, it does not address a cybersecurity threat detection task.",EC1,10.1007/s00170-024-13167-w,A novel approach to voice of customer extraction using GPT-3.5 Turbo: linking advanced NLP and Lean Six Sigma 4.0
7UQKUQ34,EXCLUDE,"The study addresses hate speech detection on social media, which is a content moderation task rather than a cybersecurity threat detection task (e.g., malware, phishing, or intrusion) as required by the Population definition. Furthermore, the intervention utilizes a Convolutional Neural Network (CNN) with word embeddings rather than Large Language Models (LLMs) or transformer-based agents. Because it lacks both the specific cybersecurity context and the required LLM technology, it fails to meet Inclusion Criterion IC1.","EC1, EC2",10.1007/978-981-99-9836-4_4,A Novel Hybrid Model of Word Embedding and Deep Learning to Identify Hate and Abusive Content on Social Media Platform
PBQHIZWG,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1038/s41598-024-83561-7,A novel method for intelligent operation and maintenance of transformers using deep visual large model DETR + X and digital twin
TT4JW9I7,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",,10.1007/978-981-99-9243-0_41,A Novel Webpage HiddenLink Detection Method Using BERT and Ternary Decision Approach
6RGGQCEA,EXCLUDE,"The study explores a ""polycrisis threat model"" involving systemic risks such as wealth concentration and social disempowerment rather than specific cybersecurity threat detection tasks (e.g., malware or network intrusion).",EC2,10.1007/s00146-025-02371-1,A polycrisis threat model for AI
8GTLSLCF,EXCLUDE,There is no mention of the application or intervention of Large Language Models (LLMs) or transformer-based architectures in the methodology. The work acts as a secondary/methodological study for categorizing existing techniques rather than proposing an LLM-based detection intervention.,"EC4, EC2",10.1007/978-3-030-85347-1_24,"A Proposal for the Classification of Methods for Verification and Validation of Safety, Cybersecurity, and Privacy of Automated Systems"
T3ABV599,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,"EC1, EC4",10.1007/978-981-95-3808-9_15,A Review and Multi-Task Learning Approach for Emotion Identification in Cyber Sexual Harassment Using Large Language Models
SPKGFXUD,EXCLUDE,"This paper is a secondary study that proposes a taxonomy and provides a comparative review of existing techniques rather than presenting a novel primary research artifact. Furthermore, while it discusses Machine Learning (ML) for Deep Packet Inspection, it does not investigate or propose the specific application of Large Language Models (LLMs) or transformer-based architectures for threat detection.","EC4, EC2",10.1007/978-3-032-00639-4_11,A Review of Deep Packet Inspection for Network Security: From Traditional Techniques to Machine Learning Integration
XFX9UHLQ,EXCLUDE,"This study is excluded because it is a secondary study (""provides an overview"") rather than a primary research artifact. Furthermore, it focuses on privacy-preserving mechanisms in Federated Learning rather than the application of Large Language Models (LLMs) for cybersecurity threat detection.","EC4, EC1",10.1007/s10844-023-00797-x,"A review of federated learning: taxonomy, privacy and future directions"
VXW4UQB6,EXCLUDE,"This paper is a secondary study (""extensive review of existing literature"") focused on automating contact centres and customer support rather than a primary study on cybersecurity. It addresses a business/customer service context instead of cybersecurity threat detection tasks. Additionally, while it mentions natural language processing, it does not specifically propose or investigate a Large Language Model (LLM) intervention for threat detection.","EC4, EC1, EC2",10.1007/s10044-023-01182-8,A review of natural language processing in contact centre automation
UVGRH2RM,EXCLUDE,"This is a secondary study that provides a general overview and background of big data technology rather than a primary research contribution. While it mentions ""data privacy security,"" it focuses on broad processes and future challenges rather than proposing a specific intervention involving Large Language Models (LLMs) for a cybersecurity threat detection task.","EC4, EC2",10.1007/978-981-97-2116-0_14,A Review of Research on Big Data Technology
JTRMTML5,EXCLUDE,"This is a secondary study (""This article reviews..."") focused on the development of ""humanoid robots"" and ""emotional interaction"" within social domains like healthcare and education. Although it mentions using Large Language Models (LLMs) for emotion reasoning, the application is for social robotics rather than a cybersecurity threat detection task (e.g., malware, phishing, or network security).","EC4, EC1",10.1007/s11431-025-3027-x,A review on an AI-driven face robot for human-robot expression interaction
5JAX8HQE,EXCLUDE,"It does not investigate or propose a primary application of Large Language Models (LLMs) or transformer-based agents as required by the intervention criteria. Furthermore, while it addresses cybersecurity text, the focus is on entity identification and classification challenges rather than a specific threat detection task such as malware or phishing identification.","EC4, EC2",10.1631/FITEE.2000286,A review on cyber security named entity recognition
W6KEFX3L,EXCLUDE,This is a secondary study. It does not investigate or propose a primary application of Large Language Models (LLMs) or transformer-based agents as required by the intervention criteria. .,"EC4, EC2",10.1007/s11831-020-09496-0,"A Review on Machine Learning and Deep Learning Perspectives of IDS for IoT: Recent Updates, Security Issues, and Challenges"
9834LGU8,EXCLUDE,"EXCLUIR - BERT e ELMO são usados como PRÉ-TREINADOS para WORD EMBEDDINGS 
(feature extraction), não classificação. Abstract é explícito: ""pre-trained 
word embedding language models like BERT and ELMO"" seguido de ""harassment words 
are detected using unsupervised machine learning techniques"" (LSA, clustering, 
association rules) e ""ensemble model... for categorizing... using extreme 
gradient boosting (XGBoost)"". Pipeline em 3 estágios: (1) BERT/ELMO geram 
embeddings pré-treinados, (2) ML não supervisionado detecta palavras, (3) 
XGBoost ensemble classifica tipos de harassment. BERT/ELMO não são fine-tuned 
para a tarefa - são usados como geradores de embeddings fixas. XGBoost é o 
classificador que realiza a detecção final. Padrão idêntico aos casos P0921, 
P0731, P0859, P0053, BERT+DQN: LLM gera features, ML tradicional classifica. 
Exatamente o cenário especificado pelos supervisores para exclusão. Não atende 
IC1 critério refinado.",,10.1007/978-981-19-7753-4_6,A Robust Ensemble Learning Model for Fine-Grained Detection of Cyber Harassment
RG4PLUUZ,EXCLUDE,"This is a secondary study (specifically a bibliometric and SWOT analysis) that reviews 217 existing articles rather than presenting a primary research artifact. Furthermore, it does not investigate or propose a specific application of Large Language Model (LLM) agents or transformer-based models as the primary intervention.","EC4, EC2",10.1007/s12115-025-01119-3,"A Scientometric Analysis of Potentially Harmful Speech Detection in Muslim Communities: Trends, Challenges, and Future Directions"
G46TGBXP,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,,10.1007/978-3-030-86261-9_11,A Search Engine for Scientific Publications: A Cybersecurity Case Study
CTCLHJMX,EXCLUDE,"The study addresses intrusion detection and impersonation attacks in mobile networks, which satisfies the cybersecurity population criteria. However, it fails the intervention criteria because it does not utilize Large Language Models (LLMs) or transformer-based architectures. Instead, it relies on traditional machine learning techniques, specifically a Support Vector Machine (SVM) optimized by a Firefly Algorithm. Since the research focuses on data-driven signal analysis using classical ML rather than LLMs, it is excluded under EC1.",EC2,10.1007/s11036-025-02446-9,A Secure Data-Driven Algorithm Against Malicious Intrusion Signals in Mobile Communication Networks
FTM6SQFR,EXCLUDE,"While the paper addresses a relevant cybersecurity threat detection task (Android malware detection), it does not meet the intervention criteria. The methodology utilizes a Convolutional Neural Network (CNN) to classify features converted into RGB images. It does not utilize Large Language Models (LLMs), BERT, or transformer-based architectures as required by IC1. The ""software imaging"" approach described is a traditional computer vision-based deep learning method rather than a language-model-driven approach.",EC2,10.1007/s11770-025-1366-x,A software imaging-based inversion framework for Android malware detection
LYQ5U8H6,EXCLUDE,Justificativa: LLM extrai features semânticas → GCN classifica. Similar a padrão embeddings→classifier.,,10.1007/978-3-031-65175-5_20,A Structural-Semantic Approach Integrating Graph-Based and Large Language Models Representation to Detect Android Malware
9V85XGJK,EXCLUDE,"This study directly addresses a cybersecurity threat detection task, but it does not utilize LLMs, BERT or transformer-based architecture.",EC2,10.1007/978-3-032-01823-6_6,A Study of Effectiveness of Brand Domain Identification Features for Phishing Detection in 2025
DZMC773M,EXCLUDE,"While the topic falls within the domain of cybersecurity, the study is excluded because it does not utilize Large Language Models (LLMs) or transformer-based architectures as the primary intervention for threat detection.",EC2,10.1007/978-3-031-70896-1_3,"A Study of Malicious Source Code Reuse Among GitHub, StackOverflow and Underground Forums"
QEHVBDD7,EXCLUDE,"This paper is a secondary study that ""investigates interrelationships"" and ""summarizes"" existing knowledge bases and models. It serves as a survey or review of current practices for constructing knowledge graphs rather than presenting a novel primary LLM-based detection artifact. Furthermore, it discusses ""different text classification models"" in a general sense without proposing a specific intervention using Large Language Models (LLMs), BERT, or GPT-based architectures for a threat detection task.","EC4, EC2",10.1007/978-981-97-4522-7_4,A Survey of Cybersecurity Knowledge Base and Its Automatic Labeling*
CC2S99CB,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1007/s42486-025-00208-w,A survey of foundation models for IoT: taxonomy and criteria-based analysis
2DKYR4BQ,EXCLUDE,"This is a secondary study (review/survey). Furthermore, it discusses detection in a general sense without proposing a specific intervention using Large Language Models (LLMs), BERT, or GPT-based architectures for a threat detection task.","EC4, EC2",10.1007/978-981-97-8798-2_6,A Survey on Acoustic Side Channel Attacks on Keyboards
X9QQMMUR,EXCLUDE,"This is a secondary study (review/survey). Furthermore, it discusses detection in a general sense without proposing a specific intervention using Large Language Models (LLMs), BERT, or GPT-based architectures for a threat detection task.","EC4, EC2",10.1007/s10462-022-10381-4,"A survey on artificial intelligence techniques for security event correlation: models, challenges, and opportunities"
62R7LIZ6,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1007/978-981-96-4506-0_2,A Survey on Covert Network Attack
4T6YJIDR,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1007/s12652-021-03658-z,"A survey on extremism analysis using natural language processing: definitions, literature review, trends and challenges"
RE93UHUA,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/s10462-025-11376-7,"A survey on large language models unlearning: taxonomy, evaluations, and future directions"
F9C7CALY,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1007/s11704-025-41059-z,A survey on learning from graphs with heterophily: recent advances and future directions
QB76KGVE,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,EC4,10.1007/s44336-024-00009-2,"A survey on LLM-based multi-agent systems: workflow, infrastructure, and challenges"
E9UGR3GU,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/978-981-95-3072-4_4,A Survey on Malware Analysis with Large Language Models
28C75HRM,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/s11227-025-08146-1,A survey on privacy issues and mitigation strategies for LLMs in healthcare
