Key,Vote,Reason,Code,DOI,Title
6FB3HYHI,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-031-40953-0_31,Towards Safe Machine Learning Lifecycles with ESG Model Cards
297YQNE8,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/978-3-031-75434-0_9,Towards Specification-Driven LLM-Based Generation of Embedded Automotive Software
RZP8XAED,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC1, EC4",10.1007/s42452-024-06206-4,Towards the application of machine learning in digital twin technology: a multi-scale review
DF659P9E,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC4, EC1",10.1007/s11280-025-01387-3,Towards understanding news plagiarism: theoretical and experimental analysis
PKVP5YUK,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-3-031-92833-8_4,Training Users Against Human and GPT-4 Generated Social Engineering Attacks
JTQG86VE,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.","EC4, EC1",10.1007/978-981-96-7502-9_18,Transforming Financial Statement Analysis with Large Language Models: A Survey of Approaches and Challenges
MF8JLQN6,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC4, EC1",10.1007/s00146-025-02189-x,Transforming phenomenological sociology for virtual personalities and virtual worlds
HTZKDDQS,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC2,10.1186/s42400-022-00110-3,TriCTI: an actionable cyber threat intelligence discovery system via trigger-enhanced neural network
NMVKZHYU,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/s11227-023-05454-2,Trigger-free cybersecurity event detection based on contrastive learning
XRAR9VDS,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-031-67826-4_9,TrojanInterpret: A Detecting Backdoors Method in DNN Based on Neural Network Interpretation Methods
393A4FCS,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC1, EC4",10.1007/s00146-025-02654-7,"Trust and transparency in AI: industry voices on data, ethics, and compliance"
DWXCKAGP,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.","EC2, EC1",10.1007/s10115-022-01690-9,Trusting deep learning natural-language models via local and global explanations
FRUZGAUT,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,EC1,10.1007/978-3-032-10489-2_35,Trustworthy Emergency Management in Radiation Oncology: A Blockchain-Powered System with AI and IoT Integration
8GBXNQVK,INCLUDE,Applies LLMs with retrieval-based few-shot prompting to TTP classification from CTI text (threat detection/intelligence task).,"IC1, IC2",10.1007/978-3-032-00627-1_19,TTP Classification with Minimal Labeled Data: A Retrieval-Based Few-Shot Learning Approach
6ZTII9W5,EXCLUDE,Does not clearly perform threat detection; supports vulnerability text analysis rather than detection/classification.,EC1,10.1007/978-981-97-5663-6_17,TVD-BERT: A Domain-Adaptation Pre-trained Model for Textural Vulnerability Descriptions
XRRUBTGY,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s11098-025-02301-3,Two types of AI existential risk: decisive and accumulative
IFA6ZC8L,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC1, EC4",10.1007/s10846-025-02273-w,UGV-UAV Integration Advancements for Coordinated Missions: A Review
4743RDA5,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,EC1,10.1007/s10796-025-10637-8,Uncovering Financial Distress with Textual Risk Disclosures in Annual Reports: Insights from Large Language Models
SQFJ3VED,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC2,10.1007/978-981-96-7807-5_31,Uncovering Hidden Risks: A Vulnerability Analysis of Advanced Conversational AI Models
IGNKHVCH,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,EC1,10.1007/s11192-025-05464-2,Understanding future opportunities in robotics technology: a comprehensive analysis of research and innovation trends
U46M2LL2,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-031-71210-4_8,Understanding Political Communication and Polarisation: A Case Study of the Colombian President’s X Utilisation
XRGL8LA6,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s12273-025-1278-y,Understanding the role of artificial intelligence in improving human well-being within the built environment
V6BGX8ZU,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-030-34983-7_73,Uniformity of Adaptive Control of Socio-Economic and Cyber-Physical Changes Using the Lingua-Combinatorial Model of Complex Systems
ENWRTRDE,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1007/s10462-025-11425-1,Unifying ground and air: a comprehensive review of deep learning-enabled CAVs and UAVs
EXXX4ZRJ,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC4, EC1",10.1007/s10462-023-10692-0,Unlabeled learning algorithms and operations: overview and future trends in defense sector
UF8AZ4V2,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC1",10.1007/s00521-024-10437-2,"Unlocking the black box: an in-depth review on interpretability, explainability, and reliability in deep learning*"
D9DTX2GJ,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,"EC4, EC1",10.1007/s40171-023-00356-x,Unravelling the Impact of Generative Artificial Intelligence (GAI) in Industrial Applications: A Review of Scientific and Grey Literature
4G3Y6LRV,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/978-981-16-5685-9_48,Unstructured Log Analysis for System Anomaly Detection—A Study*
7T6YTFUR,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC1, EC4",10.1007/s00146-025-02477-6,"Unveiling trust in AI: the interplay of antecedents, consequences, and cultural dynamics"
8PFG87HD,EXCLUDE,"Excluded due to IC1 violation. The LLM serves as a feature extractor, generating semantic representations that are subsequently processed by another model for detection. The LLM does not directly classify or identify threats.",EC2,10.1007/s11235-025-01388-7,URLMoE: leveraging multi-head attention and expert specialization for robust malicious URL classification
FDF4QDWJ,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.","EC4, EC1",10.1007/s42979-025-04241-5,Usage of Large Language Model for Code Generation Tasks: A Review
SIPQYW93,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-031-89760-3_3,Use of the LLAMA2 Tool for the Early Detection of Bullying in Seventh-Grade Children
QLQPNW5Y,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC2,10.1007/978-3-031-61475-0_28,Using BERT with Modified Metaheuristic Optimized XGBoost for Phishing Email Identification
DAJTLS55,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-3-031-87778-0_3,Using Ensembles of LLMs to Detect Phishing Emails
IQB2ENNC,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC2,10.1007/978-3-032-10486-1_33,Using LLM Agents for Data Integration in Cybersecurity Incidents
LM2Y6BJT,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-981-97-4677-4_9,Utilization of Artificial Intelligence for the SIEM Logging Architecture Design in the Context of Smart City
ZRB6XKNK,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-981-97-7717-4_50,Utilizing LLM Embedding Technique for Intrusion Detection
A9GN4736,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/978-3-032-05994-9_15,VEXine: Automating SBOM and VEX Generation Using Transformer LLM Models with LangGraph
9IJZ4R5I,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/s00521-025-11659-8,Video anomaly detection in 10 years: a survey and outlook
P8F39YE3,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-031-53770-7_10,Violence-Inducing Behavior Prevention in Social-Cyber Space
F4IKHTQC,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/978-981-96-5918-0_41,Voice Phishing: Detection Innovations and Security Challenges*
QNET7Q8K,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/s10796-025-10640-z,Vulnerability Assessment and Risk Management Using Text Mining and Deep Learning Approach
PBVWMZDU,INCLUDE,Fine-tuned BERT for severity classification,"IC1, IC2",10.1007/978-981-99-4717-1_24,Vulnerability Classification Based on Fine-Tuned BERT and Deep Neural Network Approaches
5K6CCHMX,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/s11280-021-00909-z,Vulnerability exploitation time prediction: an integrated framework for dynamic imbalanced learning
JP5PS7ET,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-3-031-96235-6_31,Vulnerability Patch Prediction Using LLM Based Bert Model with Trustworthy AI Practice for Cyber Security Enhancement
G697WWWX,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-031-65172-4_14,VulPrompt: Prompt-Based Vulnerability Detection Using Few-Shot Graph Learning
WAJIH8GE,EXCLUDE,AST → LLM generates comments (auxiliary) → Transformer semantic aggregator → detection. VulTrLM é um caso borderline onde o LLM tem papel auxiliar (comment generation) e outro modelo (Transformer aggregator) faz a detecção. .,,10.1007/s10664-025-10738-7,VulTrLM: LLM-assisted vulnerability detection via AST decomposition and comment enhancement
7N2VTIYM,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/s43681-024-00628-x,Waging warfare against states: the deployment of artificial intelligence in cyber espionage
PQZ9FSZP,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s11633-022-1320-9,Weakly Correlated Knowledge Integration for Few-shot Image Classification
PFECA9MZ,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/s10664-025-10723-0,WebShell detection based on deep residual network
USXTMTUP,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/s10207-025-01080-6,Weighted quality criteria for cyber threat intelligence: assessment and prioritisation in the MISP data model
VTV4EDY8,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC1",10.1007/s12652-025-05007-w,What do personas say about privacy & security: a systematic literature review through human-AI collaboration
52U4DQBI,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/s11098-025-02367-z,What is AI safety? What do we want it to be?
T4UHBNRW,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/s00146-025-02401-y,What it takes to control AI by design: human learning
S2JSFCE4,EXCLUDE,"Excluded due to IC1 violation. The LLM is used solely for embedding generation, while a separate classifier (e.g., SVM, XGBoost, neural network) performs the actual threat detection. This represents a 'feature extraction → classification' pipeline where the LLM does not directly perform detection.",EC4,10.1007/978-981-95-4434-9_22,What Matters Most in Vulnerabilities? Key Term Extraction for CVE-to-CWE Mapping with LLMs
GY48PUA8,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s00146-024-01872-9,What to consider before incorporating generative AI into schools?
ZEPW5MMZ,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/s00521-023-08198-5,When attention is not enough to unveil a text’s author profile: Enhancing a transformer with a wide branch
VBGKPNR7,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC4, EC1",10.1007/s11366-025-09918-5,When Does Surveillance Trigger Resistance? Public Response to Escalating Digital Control in China
QYPZ9GXU,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1186/s42400-025-00361-w,When LLMs meet cybersecurity: a systematic literature review
MQ4L9XFE,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s43681-023-00327-z,When things go wrong: the recall of AI systems as a last resort for ethical and lawful AI
8YTUZAGC,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-981-96-1548-3_21,Who is Being Impersonated? Deepfake Audio Detection and Impersonated Identification via Extraction of Id-Specific Features
U2ASFV4R,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-3-031-86193-2_1,WireLlama - Agentic Query System for PCAP Analysis
ZNH9C29U,EXCLUDE,"Excluded due to IC1 violation. The LLM is used solely for embedding generation, while a separate classifier (e.g., SVM, XGBoost, neural network) performs the actual threat detection. This represents a 'feature extraction → classification' pipeline where the LLM does not directly perform detection.",EC2,10.1007/s12083-025-02073-x,WIVIM: Web Injection Vulnerabilities Detection Based on Interprocedural Analysis and MiniLM-GNN
3SMAN2RV,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s11366-024-09889-z,Wolf Warrior Spreads Superior: The narrative and effectiveness of Chinese public diplomacy behaviours on Twitter
BPNB75Q4,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC1, EC2",10.1007/s44163-025-00551-y,Word-embedding approach for unknown attributes in access control model
SC89PBUV,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC1, EC2",10.1007/978-3-031-97772-5_8,XCOP: An Integrated Solution for Emergency Management During Incidents in Critical Infrastructures
35IDB4PK,INCLUDE,"Transformer-based DL, not LLM-centric.","IC1, IC2",10.1007/s11227-025-07198-7,XGV-BERT: Leveraging contextualized language model and graph neural network for efficient software vulnerability detection
TDR8YC9Q,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/s10489-025-06286-8,You are what your feeds make you: A study of user aggressive behavior on Twitter
GHXWICFS,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-981-95-1050-4_25,Zero-Trust Secure System and Communication Architecture to Support LLMs on the Edge Cloud Continuum (LLM-EC2)
QNQ38TVF,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-981-95-1050-4_15,ZETInChat: Zero Trust Infrastructure with Dynamic Service Deployment via Chatbot in Mesh Networks
